book,release,institution_id,class_id,student_id,response,construct,chapter_number,EOC,n_possible,n_correct,n_attempt
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,NA,Expectancy,7,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,5,Expectancy,8,0.24675324675324675,77,19,94
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,NA,Expectancy,9,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,NA,Intrinsic Value,10,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,NA,Intrinsic Value,11,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,NA,Intrinsic Value,12,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,4,Intrinsic Value,2,0.36046511627906974,86,31,121
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,4,Intrinsic Value,3,0.2653061224489796,98,26,126
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,NA,Intrinsic Value,4,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,4,Intrinsic Value,5,0.2459016393442623,61,15,86
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,4,Intrinsic Value,6,0.28,100,28,129
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,NA,Intrinsic Value,7,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,5,Intrinsic Value,8,0.24675324675324675,77,19,94
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,NA,Intrinsic Value,9,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,NA,Utility Value,10,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,NA,Utility Value,11,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,NA,Utility Value,12,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,4,Utility Value,2,0.36046511627906974,86,31,121
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,4,Utility Value,3,0.2653061224489796,98,26,126
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,NA,Utility Value,4,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,4,Utility Value,5,0.2459016393442623,61,15,86
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,4,Utility Value,6,0.28,100,28,129
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,NA,Utility Value,7,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,5,Utility Value,8,0.24675324675324675,77,19,94
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,NA,Utility Value,9,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,NA,Cost,13,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,NA,Utility Value,13,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,NA,Expectancy,13,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,bb3d0834-83be-4158-8d8e-6230178074a8,NA,Intrinsic Value,13,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,c985759c-1ed2-4964-8c29-e17a0844e44a,NA,Cost,10,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,c985759c-1ed2-4964-8c29-e17a0844e44a,NA,Cost,11,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,c985759c-1ed2-4964-8c29-e17a0844e44a,NA,Cost,12,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,c985759c-1ed2-4964-8c29-e17a0844e44a,4,Cost,2,0.6956521739130435,115,80,249
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,c985759c-1ed2-4964-8c29-e17a0844e44a,NA,Cost,3,0.6448598130841121,107,69,160
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,c985759c-1ed2-4964-8c29-e17a0844e44a,NA,Cost,4,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,c985759c-1ed2-4964-8c29-e17a0844e44a,NA,Cost,5,0.6233766233766234,77,48,135
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,c985759c-1ed2-4964-8c29-e17a0844e44a,5,Cost,6,0.6730769230769231,104,70,139
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,c985759c-1ed2-4964-8c29-e17a0844e44a,NA,Cost,7,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,c985759c-1ed2-4964-8c29-e17a0844e44a,3,Cost,8,NA,0,0,1
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,c985759c-1ed2-4964-8c29-e17a0844e44a,NA,Cost,9,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,c985759c-1ed2-4964-8c29-e17a0844e44a,NA,Expectancy,10,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,c985759c-1ed2-4964-8c29-e17a0844e44a,NA,Expectancy,11,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,c985759c-1ed2-4964-8c29-e17a0844e44a,NA,Expectancy,12,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,c985759c-1ed2-4964-8c29-e17a0844e44a,5,Expectancy,2,0.6956521739130435,115,80,249
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,c985759c-1ed2-4964-8c29-e17a0844e44a,NA,Expectancy,3,0.6448598130841121,107,69,160
College / Statistics and Data Science (ABC),v5.0,04157183-8665-400a-925d-3bbb70ffe45e,afcb6b4e-a0c0-46ce-b38c-c96329c91471,c985759c-1ed2-4964-8c29-e17a0844e44a,NA,Expectancy,4,NA,NA,NA,NA
